"Severity","ThreadID","Date","Time","Application","Message"
"Error","ajp-bio-8012-exec-14576","02/13/15","15:27:33",,"1"
"Error","ajp-bio-8012-exec-14586","02/13/15","15:27:33",,"1"
"Error","ajp-bio-8012-exec-14561","02/13/15","15:27:34",,"1"
"Error","ajp-bio-8012-exec-14581","02/13/15","15:27:34",,"'' Can not decode string ""1www.arachni-boogie-woogie.com =""."
"Error","ajp-bio-8012-exec-14594","02/13/15","15:27:35",,"1"
"Error","ajp-bio-8012-exec-14628","02/13/15","15:27:35",,"1"
"Error","ajp-bio-8012-exec-14547","02/13/15","15:27:35",,"'' Can not decode string ""1'""=""."
"Error","ajp-bio-8012-exec-14581","02/13/15","15:27:36",,"1"
"Error","ajp-bio-8012-exec-14568","02/13/15","15:27:36",,"1"
"Error","ajp-bio-8012-exec-14639","02/13/15","15:27:36",,"'' Can not decode string ""1--=""."
"Error","ajp-bio-8012-exec-14564","02/13/15","15:27:38",,"1"
"Error","ajp-bio-8012-exec-14556","02/13/15","15:27:38",,"1"
"Error","ajp-bio-8012-exec-14633","02/13/15","15:27:38",,"'' Can not decode string ""1;arachni_xss_in_element_event==""."
"Error","ajp-bio-8012-exec-14533","02/13/15","15:27:38",,"'' Can not decode string ""1';arachni_xss_in_element_event=""."
"Error","ajp-bio-8012-exec-14641","02/13/15","15:27:38",,"'' Can not decode string ""1"";arachni_xss_in_element_event=""."
"Error","ajp-bio-8012-exec-14547","02/13/15","15:27:38",,"1"
"Error","ajp-bio-8012-exec-14628","02/13/15","15:28:01",,"1"
"Error","ajp-bio-8012-exec-14629","02/13/15","15:28:01",,"1"
"Error","ajp-bio-8012-exec-14638","02/13/15","15:28:01",,"1"
"Error","ajp-bio-8012-exec-14533","02/13/15","15:28:01",,"'' Can not decode string ""';window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14564","02/13/15","15:28:01",,"'' Can not decode string ""1';window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14633","02/13/15","15:28:01",,"1"
"Error","ajp-bio-8012-exec-14556","02/13/15","15:28:01",,"'' Can not decode string ""';window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14542","02/13/15","15:28:01",,"'' Can not decode string ""1';window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14561","02/13/15","15:28:01",,"'' Can not decode string ""';window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14640","02/13/15","15:28:01",,"'' Can not decode string ""1';window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14610","02/13/15","15:28:02",,"'' Can not decode string ""';window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14568","02/13/15","15:28:02",,"'' Can not decode string ""1';window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14641","02/13/15","15:28:02",,"'' Can not decode string ""1"";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14594","02/13/15","15:28:02",,"'' Can not decode string ""1"";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14547","02/13/15","15:28:02",,"'' Can not decode string """";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14581","02/13/15","15:28:02",,"'' Can not decode string """";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14576","02/13/15","15:28:02",,"'' Can not decode string """";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14532","02/13/15","15:28:02",,"'' Can not decode string """";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14597","02/13/15","15:28:02",,"'' Can not decode string ""1"";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14639","02/13/15","15:28:02",,"'' Can not decode string ""1"";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14628","02/13/15","15:28:02",,"'' Can not decode string "";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink==""."
"Error","ajp-bio-8012-exec-14629","02/13/15","15:28:02",,"'' Can not decode string "";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink==""."
"Error","ajp-bio-8012-exec-14638","02/13/15","15:28:02",,"'' Can not decode string ""1;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14561","02/13/15","15:28:02",,"'' Can not decode string "";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink==""."
"Error","ajp-bio-8012-exec-14556","02/13/15","15:28:02",,"'' Can not decode string ""1;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14564","02/13/15","15:28:02",,"'' Can not decode string ""1;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14542","02/13/15","15:28:02",,"'' Can not decode string ""11;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14640","02/13/15","15:28:02",,"'' Can not decode string ""1;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14533","02/13/15","15:28:02",,"'' Can not decode string ""1;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14633","02/13/15","15:28:02",,"'' Can not decode string "";window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink==""."
"Error","ajp-bio-8012-exec-14568","02/13/15","15:28:02",,"'' Can not decode string ""11;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14576","02/13/15","15:28:02",,"'' Can not decode string ""1;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14547","02/13/15","15:28:02",,"'' Can not decode string ""1;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14594","02/13/15","15:28:02",,"'' Can not decode string ""1;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink=""."
"Error","ajp-bio-8012-exec-14581","02/13/15","15:28:02",,"'' Can not decode string ""11;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14532","02/13/15","15:28:02",,"'' Can not decode string ""11; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink===""."
"Error","ajp-bio-8012-exec-14641","02/13/15","15:28:02",,"'' Can not decode string ""1; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14610","02/13/15","15:28:02",,"'' Can not decode string ""11;window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14597","02/13/15","15:28:02",,"'' Can not decode string ""1; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14628","02/13/15","15:28:02",,"'' Can not decode string ""11; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink===""."
"Error","ajp-bio-8012-exec-14629","02/13/15","15:28:02",,"'' Can not decode string ""1; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14638","02/13/15","15:28:02",,"'' Can not decode string ""1; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink""."
"Error","ajp-bio-8012-exec-14640","02/13/15","15:28:02",,"'' Can not decode string ""1*/; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink==""."
"Error","ajp-bio-8012-exec-14639","02/13/15","15:28:02",,"'' Can not decode string ""11; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink===""."
"Error","ajp-bio-8012-exec-14561","02/13/15","15:28:02",,"'' Can not decode string ""*/; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink===""."
"Error","ajp-bio-8012-exec-14564","02/13/15","15:28:02",,"'' Can not decode string ""11; window.top._7830b3d77b9df62431d2ee3b6312f058_taint_tracer.log_execution_flow_sink===""."
"Error","ajp-bio-8012-exec-14629","02/13/15","15:28:05",,"'' Can not decode string ""1 arachni_xss_in_tag""."
"Error","ajp-bio-8012-exec-14556","02/13/15","15:28:05",,"'' Can not decode string ""1' arachni_xss_in_tag===""."
"Error","ajp-bio-8012-exec-14564","02/13/15","15:28:05",,"'' Can not decode string ""1"" arachni_xss_in_tag===""."
"Error","ajp-bio-8012-exec-14564","02/13/15","15:28:16",,"'' Can not decode string ""1;print 28763+4196403;==""."
"Error","ajp-bio-8012-exec-14556","02/13/15","15:28:16",,"'' Can not decode string ""1"";print 28763+4196403;#""."
"Error","ajp-bio-8012-exec-14633","02/13/15","15:28:16",,"'' Can not decode string "";print 28763+4196403;===""."
"Error","ajp-bio-8012-exec-14581","02/13/15","15:28:16",,"'' Can not decode string """";print 28763+4196403;#=""."
"Error","ajp-bio-8012-exec-14547","02/13/15","15:28:16",,"'' Can not decode string ""';print 28763+4196403;#=""."
"Error","ajp-bio-8012-exec-14641","02/13/15","15:28:16",,"'' Can not decode string ""1';print 28763+4196403;#""."
"Error","ajp-bio-8012-exec-14542","02/13/15","15:28:16",,"'' Can not decode string ""1;print 28763+4196403===""."
"Error","ajp-bio-8012-exec-14561","02/13/15","15:28:16",,"'' Can not decode string ""print 28763+4196403;""."
"Error","ajp-bio-8012-exec-14568","02/13/15","15:28:16",,"'' Can not decode string ""1print 28763+4196403;===""."
"Error","ajp-bio-8012-exec-14597","02/13/15","15:28:16",,"'' Can not decode string "";print 28763+4196403""."
"Error","ajp-bio-8012-exec-14594","02/13/15","15:28:16",,"'' Can not decode string ""1"";print 28763+4196403#=""."
"Error","ajp-bio-8012-exec-14640","02/13/15","15:28:16",,"'' Can not decode string """";print 28763+4196403#==""."
"Error","ajp-bio-8012-exec-14628","02/13/15","15:28:16",,"'' Can not decode string ""1';print 28763+4196403#=""."
"Error","ajp-bio-8012-exec-14639","02/13/15","15:28:16",,"'' Can not decode string ""';print 28763+4196403#==""."
"Error","ajp-bio-8012-exec-14576","02/13/15","15:28:16",,"'' Can not decode string ""1print 28763+4196403""."
"Error","ajp-bio-8012-exec-14533","02/13/15","15:28:16",,"'' Can not decode string ""1;Response.Write""."
"Error","ajp-bio-8012-exec-14610","02/13/15","15:28:16",,"1"
"Error","ajp-bio-8012-exec-14629","02/13/15","15:28:16",,"'' Can not decode string ""1"";Response.Write===""."
"Error","ajp-bio-8012-exec-14532","02/13/15","15:28:16",,"'' Can not decode string "";Response.Write=""."
"Error","ajp-bio-8012-exec-14638","02/13/15","15:28:16",,"'' Can not decode string """";Response.Write""."
"Error","ajp-bio-8012-exec-14556","02/13/15","15:28:16",,"'' Can not decode string ""1Response.Write=""."
"Error","ajp-bio-8012-exec-14564","02/13/15","15:28:16",,"'' Can not decode string ""1';Response.Write===""."
"Error","ajp-bio-8012-exec-14633","02/13/15","15:28:16",,"'' Can not decode string ""';Response.Write""."
"Error","ajp-bio-8012-exec-14581","02/13/15","15:28:16",,"'' Can not decode string ""Response.Write==""."
"Error","ajp-bio-8012-exec-14576","02/13/15","15:28:17",,"1"
"Error","ajp-bio-8012-exec-14639","02/13/15","15:28:17",,"1"
"Error","ajp-bio-8012-exec-14556","02/13/15","15:28:31",,"'' Can not decode string """";sleep=""."
"Error","ajp-bio-8012-exec-14569","02/13/15","15:28:31",,"'' Can not decode string ""';sleep=""."
"Error","ajp-bio-8012-exec-14620","02/13/15","15:28:31",,"'' Can not decode string "" import time;time.sleep=""."
"Error","ajp-bio-8012-exec-14532","02/13/15","15:28:31",,"'' Can not decode string ""';import time;time.sleep""."
"Error","ajp-bio-8012-exec-14619","02/13/15","15:28:31",,"'' Can not decode string """";import time;time.sleep""."
"Error","ajp-bio-8012-exec-14565","02/13/15","15:28:31",,"'' Can not decode string "";import time;time.sleep=""."
"Error","ajp-bio-8012-exec-14547","02/13/15","15:28:31",,"'' Can not decode string "" Thread.sleep===""."
"Error","ajp-bio-8012-exec-14545","02/13/15","15:28:31",,"'' Can not decode string "";Thread.sleep===""."
"Error","ajp-bio-8012-exec-14624","02/13/15","15:28:31",,"'' Can not decode string """";Thread.sleep==""."
"Error","ajp-bio-8012-exec-14575","02/13/15","15:28:31",,"'' Can not decode string "";Thread.Sleep===""."
"Error","ajp-bio-8012-exec-14533","02/13/15","15:28:31",,"'' Can not decode string """";Thread.Sleep==""."
"Error","ajp-bio-8012-exec-14621","02/13/15","15:28:31",,"'' Can not decode string "" Thread.Sleep===""."
"Error","ajp-bio-8012-exec-14622","02/13/15","15:28:31",,"1"
"Error","ajp-bio-8012-exec-14609","02/13/15","15:29:13",,"'' Can not decode string ""/bin/cat /etc/passwd""."
"Error","ajp-bio-8012-exec-14621","02/13/15","15:29:13",,"1"
"Error","ajp-bio-8012-exec-14607","02/13/15","15:29:13",,"'' Can not decode string "" && /bin/cat /etc/passwd && ""."
"Error","ajp-bio-8012-exec-14589","02/13/15","15:29:13",,"'' Can not decode string ""1 && /bin/cat /etc/passwd && ===""."
"Error","ajp-bio-8012-exec-14615","02/13/15","15:29:14",,"'' Can not decode string "" | /bin/cat /etc/passwd | ==""."
"Error","ajp-bio-8012-exec-14614","02/13/15","15:29:14",,"'' Can not decode string """" ; /bin/cat /etc/passwd ; """"."
"Error","ajp-bio-8012-exec-14566","02/13/15","15:29:14",,"'' Can not decode string ""1"" && /bin/cat /etc/passwd && ""=""."
"Error","ajp-bio-8012-exec-14541","02/13/15","15:29:14",,"'' Can not decode string """" && /bin/cat /etc/passwd && ""==""."
"Error","ajp-bio-8012-exec-14611","02/13/15","15:29:14",,"'' Can not decode string ""1"" | /bin/cat /etc/passwd | ""===""."
"Error","ajp-bio-8012-exec-14653","02/13/15","15:29:14",,"'' Can not decode string ""1' && /bin/cat /etc/passwd && '=""."
"Error","ajp-bio-8012-exec-14652","02/13/15","15:29:14",,"'' Can not decode string ""1 ; /bin/cat /etc/passwd ; =""."
"Error","ajp-bio-8012-exec-14613","02/13/15","15:29:14",,"'' Can not decode string ""1' ; /bin/cat /etc/passwd ; '===""."
"Error","ajp-bio-8012-exec-14591","02/13/15","15:29:14",,"'' Can not decode string """" | /bin/cat /etc/passwd | """"."
"Error","ajp-bio-8012-exec-14612","02/13/15","15:29:14",,"'' Can not decode string ""1' | /bin/cat /etc/passwd | '===""."
"Error","ajp-bio-8012-exec-14536","02/13/15","15:29:14",,"'' Can not decode string ""1"" ; /bin/cat /etc/passwd ; ""===""."
"Error","ajp-bio-8012-exec-14558","02/13/15","15:29:14",,"'' Can not decode string ""' | /bin/cat /etc/passwd | '""."
"Error","ajp-bio-8012-exec-14608","02/13/15","15:29:14",,"'' Can not decode string ""1 | /bin/cat /etc/passwd | =""."
"Error","ajp-bio-8012-exec-14567","02/13/15","15:29:14",,"'' Can not decode string ""' && /bin/cat /etc/passwd && '==""."
"Error","ajp-bio-8012-exec-14555","02/13/15","15:29:14",,"'' Can not decode string ""' ; /bin/cat /etc/passwd ; '""."
"Error","ajp-bio-8012-exec-14564","02/13/15","15:29:14",,"'' Can not decode string "" ; /bin/cat /etc/passwd ; ==""."
"Error","ajp-bio-8012-exec-14609","02/13/15","15:29:14",,"'' Can not decode string ""` /bin/cat /etc/passwd`=""."
"Error","ajp-bio-8012-exec-14621","02/13/15","15:29:14",,"'' Can not decode string ""1` /bin/cat /etc/passwd`""."
"Error","ajp-bio-8012-exec-14571","02/13/15","15:29:30",,"1"
"Error","ajp-bio-8012-exec-14592","02/13/15","15:29:30",,"'' Can not decode string "" && sleep 4 && =""."
"Error","ajp-bio-8012-exec-14532","02/13/15","15:29:30",,"'' Can not decode string """" && sleep 4 && ""===""."
"Error","ajp-bio-8012-exec-14620","02/13/15","15:29:30",,"'' Can not decode string ""' && sleep 4 && '===""."
"Error","ajp-bio-8012-exec-14556","02/13/15","15:29:30",,"'' Can not decode string ""` sleep 4`==""."
"Error","ajp-bio-8012-exec-14603","02/13/15","15:29:30",,"'' Can not decode string "" ; sleep 4 ; ===""."
"Error","ajp-bio-8012-exec-14538","02/13/15","15:29:30",,"'' Can not decode string ""' & sleep 4 & '=""."
"Error","ajp-bio-8012-exec-14565","02/13/15","15:29:30",,"'' Can not decode string ""' ; sleep 4 ; '=""."
"Error","ajp-bio-8012-exec-14554","02/13/15","15:29:30",,"'' Can not decode string """" & sleep 4 & ""=""."
"Error","ajp-bio-8012-exec-14575","02/13/15","15:29:30",,"'' Can not decode string ""' | sleep 4 | '=""."
"Error","ajp-bio-8012-exec-14624","02/13/15","15:29:30",,"'' Can not decode string "" | sleep 4 | ===""."
"Error","ajp-bio-8012-exec-14586","02/13/15","15:29:30",,"'' Can not decode string "" & sleep 4 & ===""."
"Error","ajp-bio-8012-exec-14602","02/13/15","15:30:14",,"1"
"Error","ajp-bio-8012-exec-14554","02/13/15","15:30:28",,"'' Can not decode string ""1--=""."
"Error","ajp-bio-8012-exec-14559","02/13/15","15:30:28",,"'' Can not decode string ""/..//proc/self/environ .""."
"Error","ajp-bio-8012-exec-14668","02/13/15","15:30:28",,"'' Can not decode string ""/..//proc/self/environ==""."
"Error","ajp-bio-8012-exec-14672","02/13/15","15:30:28",,"1"
"Error","ajp-bio-8012-exec-14700","02/13/15","15:30:28",,"1"
"Error","ajp-bio-8012-exec-14692","02/13/15","15:30:28",,"'' Can not decode string ""/../..//proc/self/environ .=""."
"Error","ajp-bio-8012-exec-14669","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14684","02/13/15","15:30:29",,"'' Can not decode string ""/../..//proc/self/environ===""."
"Error","ajp-bio-8012-exec-14683","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14681","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14688","02/13/15","15:30:29",,"'' Can not decode string ""/../../..//proc/self/environ .==""."
"Error","ajp-bio-8012-exec-14676","02/13/15","15:30:29",,"'' Can not decode string ""/../../..//proc/self/environ""."
"Error","ajp-bio-8012-exec-14640","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14561","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14581","02/13/15","15:30:29",,"'' Can not decode string ""/../../../..//proc/self/environ .===""."
"Error","ajp-bio-8012-exec-14679","02/13/15","15:30:29",,"'' Can not decode string ""/../../../..//proc/self/environ=""."
"Error","ajp-bio-8012-exec-14556","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14668","02/13/15","15:30:29",,"'' Can not decode string ""/../../../../..//proc/self/environ .""."
"Error","ajp-bio-8012-exec-14670","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14690","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14594","02/13/15","15:30:29",,"'' Can not decode string ""/../../../../..//proc/self/environ==""."
"Error","ajp-bio-8012-exec-14559","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14672","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14700","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14692","02/13/15","15:30:29",,"'' Can not decode string ""/../../../../../../..//proc/self/environ .==""."
"Error","ajp-bio-8012-exec-14702","02/13/15","15:30:29",,"'' Can not decode string ""/../../../../../..//proc/self/environ .=""."
"Error","ajp-bio-8012-exec-14571","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14687","02/13/15","15:30:29",,"'' Can not decode string ""/../../../../../..//proc/self/environ===""."
"Error","ajp-bio-8012-exec-14669","02/13/15","15:30:29",,"'' Can not decode string ""/../../../../../../..//proc/self/environ""."
"Error","ajp-bio-8012-exec-14683","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14684","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14681","02/13/15","15:30:29",,"'' Can not decode string ""/..//etc/passwd .===""."
"Error","ajp-bio-8012-exec-14688","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14676","02/13/15","15:30:29",,"'' Can not decode string ""/..//etc/passwd=""."
"Error","ajp-bio-8012-exec-14581","02/13/15","15:30:29",,"'' Can not decode string ""/../..//etc/passwd .""."
"Error","ajp-bio-8012-exec-14561","02/13/15","15:30:29",,"1"
"Error","ajp-bio-8012-exec-14679","02/13/15","15:30:29",,"'' Can not decode string ""/../..//etc/passwd==""."
