"Severity","ThreadID","Date","Time","Application","Message"
"Information","ajp-bio-8012-exec-8423","01/11/16","09:44:34",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8423","01/11/16","09:44:34",,"FEED reading completed {Time taken=140 ms}"
"Information","ajp-bio-8012-exec-8423","01/11/16","09:46:51",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8423","01/11/16","09:46:51",,"FEED reading completed {Time taken=138 ms}"
"Information","ajp-bio-8012-exec-8420","01/11/16","09:56:10",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8420","01/11/16","09:56:10",,"FEED reading completed {Time taken=149 ms}"
"Information","ajp-bio-8012-exec-8419","01/11/16","09:57:33",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8419","01/11/16","09:57:33",,"FEED reading completed {Time taken=140 ms}"
"Information","ajp-bio-8012-exec-8419","01/11/16","09:57:41",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8419","01/11/16","09:57:41",,"FEED reading completed {Time taken=120 ms}"
"Information","ajp-bio-8012-exec-8418","01/11/16","09:58:40",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8418","01/11/16","09:58:40",,"FEED reading completed {Time taken=141 ms}"
"Information","ajp-bio-8012-exec-8420","01/11/16","10:00:43",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8420","01/11/16","10:00:43",,"FEED reading completed {Time taken=172 ms}"
"Information","ajp-bio-8012-exec-8408","01/11/16","10:02:58",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8408","01/11/16","10:02:58",,"FEED reading completed {Time taken=141 ms}"
"Information","ajp-bio-8012-exec-8425","01/11/16","10:09:16",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8425","01/11/16","10:09:17",,"FEED reading completed {Time taken=145 ms}"
"Information","ajp-bio-8012-exec-8422","01/11/16","10:10:21",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8422","01/11/16","10:10:21",,"FEED reading completed {Time taken=147 ms}"
"Information","ajp-bio-8012-exec-8420","01/11/16","10:12:58",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8420","01/11/16","10:12:59",,"FEED reading completed {Time taken=145 ms}"
"Information","ajp-bio-8012-exec-8418","01/11/16","10:22:50",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8418","01/11/16","10:22:50",,"FEED reading completed {Time taken=145 ms}"
"Information","ajp-bio-8012-exec-8418","01/11/16","10:25:43",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
"Information","ajp-bio-8012-exec-8418","01/11/16","10:25:44",,"FEED reading completed {Time taken=172 ms}"
"Information","ajp-bio-8012-exec-8424","01/11/16","10:30:31",,"Reading FEED {source='https://techatsas.wordpress.com/feed/'}"
